0 0.44983023405075073 0.4899149537086487 144 118 (0.44983023405075073,0.4899149537086487,3.4136240482330322) (-0.1418771594762802,0.021389931440353394,3.4136242866516113)
4 0.4294279217720032 0.4886445105075836 137 117 (0.4294279217720032,0.4886445105075836,3.413923501968384) (-0.19959118962287903,0.024086637422442436,3.413923740386963)
8 0.37198013067245483 0.4850671887397766 119 116 (0.37198013067245483,0.4850671887397766,3.414767265319824) (-0.3621538579463959,0.03168243169784546,3.4147675037384033)
12 0.2982591390609741 0.4804765582084656 95 115 (0.2982591390609741,0.4804765582084656,3.4158504009246826) (-0.5708832740783691,0.04143538326025009,3.4158506393432617)
16 0.24087612330913544 0.4769032895565033 77 114 (0.24087612330913544,0.4769032895565033,3.416694164276123) (-0.7334460020065308,0.049031175673007965,3.416694402694702)
20 0.22051046788692474 0.4756351113319397 71 114 (0.22051046788692474,0.4756351113319397,3.4169936180114746) (-0.7911600470542908,0.05172788351774216,3.4169938564300537)
24 0.218768909573555 0.5024532675743103 70 121 (0.218768909573555,0.5024532675743103,3.4074621200561523) (-0.7938691973686218,-0.005193866789340973,3.4074623584747314)
28 0.21381083130836487 0.5788046717643738 68 139 (0.21381083130836487,0.5788046717643738,3.380615234375) (-0.8015000224113464,-0.1655249297618866,3.380615472793579)
32 0.20732799172401428 0.678635835647583 66 163 (0.20732799172401428,0.678635835647583,3.346143960952759) (-0.8112979531288147,-0.3713889420032501,3.346144199371338)
36 0.2021857649087906 0.757822573184967 65 182 (0.2021857649087906,0.757822573184967,3.3192970752716064) (-0.8189288377761841,-0.5317199230194092,3.3192973136901855)
40 0.20034004747867584 0.7862451076507568 64 189 (0.20034004747867584,0.7862451076507568,3.309765577316284) (-0.8216379880905151,-0.5886417627334595,3.3097658157348633)
44 0.21681815385818481 0.7872933149337769 69 189 (0.21681815385818481,0.7872933149337769,3.309530735015869) (-0.7764015197753906,-0.5907554030418396,3.3095312118530273)
48 0.2673548758029938 0.7905080914497375 86 190 (0.2673548758029938,0.7905080914497375,3.3088111877441406) (-0.6377060413360596,-0.5972360372543335,3.3088114261627197)
52 0.34331685304641724 0.7953402400016785 110 191 (0.34331685304641724,0.7953402400016785,3.307729721069336) (-0.42934542894363403,-0.6069717407226562,3.307729959487915)
56 0.42401599884033203 0.8004737496376038 136 192 (0.42401599884033203,0.8004737496376038,3.306581735610962) (-0.20814020931720734,-0.6173076033592224,3.306581974029541)
60 0.4917761981487274 0.8047841787338257 157 193 (0.4917761981487274,0.8047841787338257,3.3056185245513916) (-0.022520579397678375,-0.6259807348251343,3.3056187629699707)
64 0.5595759153366089 0.809097170829773 179 194 (0.5595759153366089,0.809097170829773,3.304655075073242) (0.16309912502765656,-0.6346539258956909,3.3046553134918213)
68 0.6404253244400024 0.8142402172088623 205 195 (0.6404253244400024,0.8142402172088623,3.303507089614868) (0.3843042850494385,-0.6449897885322571,3.3035073280334473)
72 0.7166314721107483 0.8190879225730896 229 197 (0.7166314721107483,0.8190879225730896,3.3024258613586426) (0.5926648378372192,-0.6547254920005798,3.3024260997772217)
76 0.7673857808113098 0.8223165273666382 246 197 (0.7673857808113098,0.8223165273666382,3.301706075668335) (0.7313601970672607,-0.661206066608429,3.301706314086914)
80 0.7839445471763611 0.8233699202537537 251 198 (0.7839445471763611,0.8233699202537537,3.30147123336792) (0.7765967845916748,-0.6633197665214539,3.301471471786499)
84 0.7840530872344971 0.8051368594169617 251 193 (0.7840530872344971,0.8051368594169617,3.3075413703918457) (0.7783221006393433,-0.6270695328712463,3.307541608810425)
88 0.7843834757804871 0.7496491074562073 251 180 (0.7843834757804871,0.7496491074562073,3.3261518478393555) (0.7836118936538696,-0.5159265995025635,3.3261520862579346)
92 0.7848729491233826 0.6674478650093079 251 160 (0.7848729491233826,0.6674478650093079,3.3541102409362793) (0.7915586233139038,-0.3489575982093811,3.3541104793548584)
96 0.7853837609291077 0.5816658139228821 251 140 (0.7853837609291077,0.5816658139228821,3.3837921619415283) (0.7999953031539917,-0.17169584333896637,3.3837924003601074)
100 0.7858054637908936 0.5108363032341003 251 123 (0.7858054637908936,0.5108363032341003,3.4086992740631104) (0.8070747256278992,-0.022950153797864914,3.4086995124816895)
104 0.7862210869789124 0.4410344362258911 252 106 (0.7862210869789124,0.4410344362258911,3.4336061477661133) (0.8141542077064514,0.1257954090833664,3.4336066246032715)
108 0.7867085337638855 0.359161913394928 252 86 (0.7867085337638855,0.359161913394928,3.4632887840270996) (0.8225908279418945,0.3030572235584259,3.4632890224456787)
112 0.7871601581573486 0.28331664204597473 252 68 (0.7871601581573486,0.28331664204597473,3.4912471771240234) (0.8305376172065735,0.47002607583999634,3.4912474155426025)
116 0.787456750869751 0.23350000381469727 252 56 (0.787456750869751,0.23350000381469727,3.509857654571533) (0.8358274102210999,0.5811691284179688,3.5098578929901123)
120 0.7875528335571289 0.2173660397529602 252 52 (0.7875528335571289,0.2173660397529602,3.515928268432617) (0.8375526666641235,0.6174192428588867,3.5159285068511963)
124 0.7720037698745728 0.21641743183135986 247 52 (0.7720037698745728,0.21641743183135986,3.516162872314453) (0.792316198348999,0.6195328831672668,3.5161631107330322)
128 0.7243434190750122 0.21350963413715363 232 51 (0.7243434190750122,0.21350963413715363,3.5168826580047607) (0.653620719909668,0.6260135173797607,3.51688289642334)
132 0.6527805328369141 0.20914359390735626 209 50 (0.6527805328369141,0.20914359390735626,3.5179641246795654) (0.4452601969242096,0.6357492208480835,3.5179643630981445)
136 0.5768541097640991 0.2045113891363144 185 49 (0.5768541097640991,0.2045113891363144,3.5191121101379395) (0.22405505180358887,0.6460850834846497,3.5191123485565186)
