0 0.442527711391449 0.5074232220649719 142 122 (0.442527711391449,0.5074232220649719,3.406517267227173) (-0.16218984127044678,-0.01571163535118103,3.406517744064331)
8 0.36438602209091187 0.5074232220649719 117 122 (0.36438602209091187,0.5074232220649719,3.406517267227173) (-0.3827098309993744,-0.015711653977632523,3.406517744064331)
16 0.23267260193824768 0.5074232220649719 74 122 (0.23267260193824768,0.5074232220649719,3.406517267227173) (-0.7544119954109192,-0.01571168564260006,3.406517744064331)
24 0.2113487869501114 0.5344080924987793 68 128 (0.2113487869501114,0.5344080924987793,3.396484375) (-0.8121898174285889,-0.07261168956756592,3.396484851837158)
32 0.20575709640979767 0.7118956446647644 66 171 (0.20575709640979767,0.7118956446647644,3.3319387435913086) (-0.8121897578239441,-0.4386668801307678,3.331939220428467)
40 0.2023361325263977 0.820481538772583 65 197 (0.2023361325263977,0.820481538772583,3.2936458587646484) (-0.8121897578239441,-0.6558367013931274,3.2936463356018066)
48 0.26982080936431885 0.820481538772583 86 197 (0.26982080936431885,0.820481538772583,3.2936458587646484) (-0.628054678440094,-0.6558367013931274,3.2936463356018066)
56 0.42742863297462463 0.820481538772583 137 197 (0.42742863297462463,0.820481538772583,3.2936458587646484) (-0.19801440834999084,-0.6558366417884827,3.2936463356018066)
64 0.5636364221572876 0.820481538772583 180 197 (0.5636364221572876,0.820481538772583,3.2936458587646484) (0.17363494634628296,-0.6558366417884827,3.2936463356018066)
72 0.7212441563606262 0.8204814791679382 231 197 (0.7212441563606262,0.8204814791679382,3.2936458587646484) (0.6036750674247742,-0.6558365821838379,3.2936463356018066)
80 0.7887288928031921 0.8204814791679382 252 197 (0.7887288928031921,0.8204814791679382,3.2936458587646484) (0.787810206413269,-0.6558365821838379,3.2936463356018066)
88 0.7864692807197571 0.7465390563011169 252 179 (0.7864692807197571,0.7465390563011169,3.3196253776550293) (0.787810206413269,-0.5084997415542603,3.3196258544921875)
96 0.7813273072242737 0.5782765746116638 250 139 (0.7813273072242737,0.5782765746116638,3.3802993297576904) (0.7878101468086243,-0.16440044343471527,3.3802998065948486)
104 0.7770299911499023 0.4376521706581116 249 105 (0.7770299911499023,0.4376521706581116,3.4327352046966553) (0.7878101468086243,0.1329771727323532,3.4327356815338135)
112 0.7722184658050537 0.2802025079727173 247 67 (0.7722184658050537,0.2802025079727173,3.4934096336364746) (0.7878100872039795,0.47707635164260864,3.493410110473633)
120 0.7702089548110962 0.21444547176361084 246 51 (0.7702089548110962,0.21444547176361084,3.5193896293640137) (0.7878100872039795,0.6244131922721863,3.519390106201172)
128 0.7070529460906982 0.21444550156593323 226 51 (0.7070529460906982,0.21444550156593323,3.5193896293640137) (0.6036749482154846,0.6244131922721863,3.519390106201172)
136 0.5595545768737793 0.21444550156593323 179 51 (0.5595545768737793,0.21444550156593323,3.5193893909454346) (0.1736348569393158,0.6244131326675415,3.519390106201172)
144 0.43208348751068115 0.21444553136825562 138 51 (0.43208348751068115,0.21444553136825562,3.5193893909454346) (-0.19801461696624756,0.6244130730628967,3.519390106201172)
152 0.2845851480960846 0.21444553136825562 91 51 (0.2845851480960846,0.21444553136825562,3.5193893909454346) (-0.6280547380447388,0.6244130730628967,3.519390106201172)
160 0.22142912447452545 0.214445561170578 71 51 (0.22142912447452545,0.214445561170578,3.5193893909454346) (-0.8121898770332336,0.6244130730628967,3.519390106201172)
168 0.330125093460083 0.3117121458053589 106 75 (0.330125093460083,0.3117121458053589,3.481096029281616) (-0.48989132046699524,0.4072433114051819,3.4810967445373535)
176 0.5188547372817993 0.4805968701839447 166 115 (0.5188547372817993,0.4805968701839447,3.4165501594543457) (0.05336570367217064,0.041188377887010574,3.416550874710083)
184 0.5459079742431641 0.5074232220649719 175 122 (0.5459079742431641,0.5074232220649719,3.406517267227173) (0.12955468893051147,-0.01571161113679409,3.406517744064331)
192 0.5129164457321167 0.5074232220649719 164 122 (0.5129164457321167,0.5074232220649719,3.406517267227173) (0.036450862884521484,-0.015711618587374687,3.406517744064331)
200 0.442527711391449 0.5074232220649719 142 122 (0.442527711391449,0.5074232220649719,3.406517267227173) (-0.16218984127044678,-0.01571163535118103,3.406517744064331)
208 0.31761035323143005 0.41332000494003296 102 99 (0.31761035323143005,0.41332000494003296,3.4419736862182617) (-0.520070493221283,0.18537110090255737,3.44197416305542)
216 0.16211602091789246 0.21071872115135193 52 51 (0.16211602091789246,0.21071872115135193,3.5208723545074463) (-0.9855358004570007,0.632828950881958,3.5208730697631836)
224 0.09014468640089035 0.10222111642360687 29 25 (0.09014468640089035,0.10222111642360687,3.5646302700042725) (-1.2103183269500732,0.88099205493927,3.5646307468414307)
232 0.21988773345947266 0.22789230942726135 70 55 (0.21988773345947266,0.22789230942726135,3.5140445232391357) (-0.8154435157775879,0.5941058993339539,3.514045000076294)
240 0.6105789542198181 0.6079208850860596 195 146 (0.6105789542198181,0.6079208850860596,3.3694496154785156) (0.30866387486457825,-0.22593344748020172,3.369450092315674)
