0 0.442527711391449 0.5074232220649719 142 122 (0.442527711391449,0.5074232220649719,3.406517267227173) (-0.16218984127044678,-0.01571163535118103,3.406517744064331)
20 0.21219892799854279 0.5074232220649719 68 122 (0.21219892799854279,0.5074232220649719,3.406517267227173) (-0.8121898174285889,-0.015711691230535507,3.406517744064331)
40 0.2023361325263977 0.820481538772583 65 197 (0.2023361325263977,0.820481538772583,3.2936458587646484) (-0.8121897578239441,-0.6558367013931274,3.2936463356018066)
60 0.4955325126647949 0.820481538772583 159 197 (0.4955325126647949,0.820481538772583,3.2936458587646484) (-0.012189778499305248,-0.6558366417884827,3.2936463356018066)
80 0.7887288928031921 0.8204814791679382 252 197 (0.7887288928031921,0.8204814791679382,3.2936458587646484) (0.787810206413269,-0.6558365821838379,3.2936463356018066)
100 0.7791621088981628 0.5074231624603271 249 122 (0.7791621088981628,0.5074231624603271,3.406517267227173) (0.7878101468086243,-0.015711553394794464,3.406517744064331)
120 0.7702089548110962 0.21444547176361084 246 51 (0.7702089548110962,0.21444547176361084,3.5193896293640137) (0.7878100872039795,0.6244131922721863,3.519390106201172)
140 0.4958190321922302 0.21444553136825562 159 51 (0.4958190321922302,0.21444553136825562,3.5193893909454346) (-0.012189892120659351,0.6244131326675415,3.519390106201172)
160 0.22142912447452545 0.214445561170578 71 51 (0.22142912447452545,0.214445561170578,3.5193893909454346) (-0.8121898770332336,0.6244130730628967,3.519390106201172)
180 0.5488333106040955 0.5074232220649719 176 122 (0.5488333106040955,0.5074232220649719,3.406517267227173) (0.13781017065048218,-0.01571160927414894,3.406517744064331)
