0000,(0.4404201432390411, 0.5038470820379874),(0.44026304613929224, 0.5072606401811022),(0.43985969653318735, 0.506883024128749),(0.4397101024620893, 0.5102963043066571)
0004,(0.41756788231743247, 0.5029043975444418),(0.4174216889534117, 0.5062719378678866),(0.4185726095658455, 0.5063475628484078),(0.41843438760591045, 0.5097185822652623)
0008,(0.35851552790976493, 0.5014015455808654),(0.3583847800197595, 0.504666459984858),(0.3572640573060606, 0.5036048371030286),(0.35713963462112197, 0.5068702413129942)
0012,(0.28373081007945533, 0.49904198776680997),(0.28358064820427176, 0.5022105516728153),(0.2820806037790118, 0.5033113411092511),(0.2819434476961442, 0.5064877198667861)
0016,(0.22782158733750535, 0.4996175903606468),(0.2276300553858972, 0.5027453875082717),(0.22755109882002422, 0.5016138641711376),(0.22736644936426575, 0.5047481364115709)
0020,(0.20942932939249248, 0.49774917546945163),(0.209208835947841, 0.500860824089473),(0.2080395142304714, 0.5025527477424998),(0.2078350991751141, 0.5056819612080887)
0024,(0.20849310121579734, 0.526513009331647),(0.20837755095604527, 0.5297262468941071),(0.2077894787589063, 0.5293568909716477),(0.2076834978962787, 0.5325795840559213)
0028,(3.2379892555860277, 3.499580373741411),(3.223169217194874, 3.5118637032159086),(0.20572891963048034, 0.6087069192632379),(0.20590197292653745, 0.6121384211022596)
0032,(0.20432506091176394, 0.7077481641309551),(0.20482827597744047, 0.7113249956891727),(0.20382015647123497, 0.7115249745688361),(0.20433551116656812, 0.7151077432892268)
0036,(0.20249303781324945, 0.7875894593378621),(0.2032498323160583, 0.7912223069491646),(0.2022487790866503, 0.7913788711599188),(0.2030173879766184, 0.7950145325087341)
0040,(0.2026278632283045, 0.8170564989511828),(0.20347573356213955, 0.8206930407571176),(0.20192466118696428, 0.8204402513468025),(0.20278304375546297, 0.8240829324264487)
0044,(0.21779371585500584, 0.8164680819291796),(0.21863586169029858, 0.8199815106803094),(0.21761016721880422, 0.8205297710031245),(0.21846463296840346, 0.8240431047981565)
0048,(0.2680431477034526, 0.8172703144775832),(0.2688597357072502, 0.8204249652445945),(0.26783178634284877, 0.8220071187783571),(0.2686621002063396, 0.8251548015851782)
0052,(0.34507644706696006, 0.8197096722707835),(0.3458180113260183, 0.8224521437997541),(0.3441618442427772, 0.8232358237683406),(0.34491394878052084, 0.8259694245332767)
0056,(0.42987373923378147, 0.8207953739762881),(0.43048339196801466, 0.823277322840223),(0.42764847371046244, 0.825550554897371),(0.4282736514889698, 0.8280116289792465)
0060,(0.500383472701929, 0.8227544046883932),(0.5008568186907798, 0.8251540547971166),(0.4996419044414515, 0.8246110625113023),(0.5001209593703604, 0.8269988714896601)
0064,(0.5703286367129001, 0.8226382131157717),(0.5706410018463144, 0.8250851080413355),(0.5698136451542517, 0.8260189196797945),(0.5701340584562646, 0.8284403693457834)
0068,(3.2379892555860277, 3.499580373741411),(3.223169217194874, 3.5118637032159086),(0.6506663891937139, 0.8231916985428804),(0.6507743546192621, 0.8258166328295009)
0072,(0.7223195427472953, 0.8182524981449275),(0.722221737879762, 0.8211816350797614),(0.7224257305197881, 0.8196543960690357),(0.7223297650501035, 0.8225725594678979)
0076,(0.7683871325512408, 0.8135906920270806),(0.7681503689098061, 0.8167708705527215),(0.7670655068258228, 0.8171911964700866),(0.7668375120794375, 0.8203356524668015)
0080,(0.782696473900915, 0.8133446223525507),(0.7824176412340131, 0.8165989862430152),(0.7831194875759158, 0.8159694435981157),(0.7828428612621219, 0.8192047854548918)
0084,(0.7828208804237411, 0.7972024190132208),(0.7825207819108597, 0.8005840798607111),(0.7824647937654592, 0.8001027476578115),(0.7821694383475608, 0.8034603036948993)
0088,(0.7838951809905181, 0.7484957067575473),(0.7835323294219154, 0.7522246785564775),(0.7822098437786109, 0.7495515345167054),(0.7818527809306186, 0.7532653736445585)
0092,(0.7838220072143929, 0.6689605021950278),(0.7833725613322557, 0.6731061256684137),(0.782885126833134, 0.6702957004979515),(0.7824392626960603, 0.6744315998646038)
0096,(0.7829167154466734, 0.5858344913493974),(0.7823929235347988, 0.590203017334608),(0.7817842037654656, 0.5870285176158043),(0.7812637015559338, 0.5913910394610384)
0100,(0.7806103428098301, 0.5063598959857083),(0.7800312929464992, 0.5107129561428505),(0.7804073367126985, 0.5154632606054392),(0.7798348005225906, 0.5198284454491409)
0104,(3.2379892555860277, 3.499580373741411),(3.223169217194874, 3.5118637032159086),(0.77873873939395, 0.44350718501106434),(0.7781244541348049, 0.44767750341977464)
0108,(3.2379892555860277, 3.499580373741411),(3.223169217194874, 3.5118637032159086),(0.7758942915575529, 0.3604220354390524),(0.7752445533306969, 0.3640946841585435)
0112,(0.5795381182698613, -0.00975379736255988),(0.5784357170771406, -0.012330991426447557),(0.7723615354624818, 0.2834627243881922),(0.7716890736342743, 0.2863874930572461)
0116,(3.2379892555860277, 3.499580373741411),(3.223169217194874, 3.5118637032159086),(0.7702293800253843, 0.23392642714911904),(0.7695460805691146, 0.2362094127623069)
